split,id,question_tokens,context_tokens
train,2894,15,181154
train,2895,17,152329
train,2896,18,171867
train,2897,7,420845
train,2898,12,156379
train,2899,31,126633
train,2900,18,108178
train,2901,14,129418
train,2902,22,313718
train,2903,12,78469
train,2904,20,122646
train,2905,27,423781
train,2906,12,174185
train,2907,19,426647
train,2908,17,117335
train,2909,13,172537
train,2910,13,554192
train,2911,10,106617
train,2912,13,140739
train,2913,16,115325
train,2914,18,311490
train,2915,25,183921
train,2916,15,155764
train,2917,19,624886
train,2918,17,221122
train,2919,21,426647
train,2920,21,178991
train,2921,12,177004
train,2922,17,314900
train,2923,19,144424
train,2924,21,314900
train,2925,22,140739
train,2926,12,217914
train,2927,14,193863
train,2928,25,147091
train,2929,25,171716
train,2930,17,216662
train,2931,13,148231
train,2932,29,554192
train,2933,20,154182
train,2934,13,554192
train,2935,34,126358
train,2936,19,142975
train,2937,15,56535
train,2938,22,608592
train,2939,15,216446
train,2940,13,104524
train,2941,20,198768
train,2942,14,270152
train,2943,13,624886
train,2944,13,216446
train,2945,11,188837
train,2946,35,108204
train,2947,26,313718
train,2948,15,108178
train,2949,37,314900
train,2950,18,174073
train,2951,20,185538
train,2952,12,433127
train,2953,12,311878
train,2954,13,598903
train,2955,14,146642
train,2956,26,127896
train,2957,13,426647
train,2958,23,426647
train,2959,16,146550
train,2960,26,188481
train,2961,20,125690
train,2962,22,186656
train,2963,25,186656
train,2964,16,146961
train,2965,29,157258
train,2966,25,202694
train,2967,14,127889
train,2968,24,196258
train,2969,17,221122
train,2970,11,619510
train,2971,19,276350
train,2972,22,200624
train,2973,18,174667
train,2974,24,178262
train,2975,19,423781
train,2976,18,433127
train,2977,18,198768
train,2978,31,457669
train,2979,20,207472
train,2980,13,429393
train,2981,31,291809
train,2982,10,189414
train,2983,23,140138
train,2984,34,91399
train,2985,29,327566
train,2986,41,420845
train,2987,78,115371
train,2988,10,374825
train,2989,25,218403
train,2990,15,64257
train,2991,18,200624
train,2992,12,199241
train,2993,18,154182
train,2994,18,91361
train,2995,15,311369
train,2996,28,154182
train,2997,8,90732
train,2998,18,133558
train,2999,19,79690
train,3000,24,116565
train,3001,27,152329
train,3002,17,308276
train,3003,37,141308
train,3004,23,130019
train,3005,16,288105
train,3006,17,102503
train,3007,18,423781
train,3008,24,177129
train,3009,29,80552
train,3010,13,125690
train,3011,38,199241
train,3012,11,158428
train,3013,15,156371
train,3014,20,202694
train,3015,30,173651
train,3016,17,153843
train,3017,16,212443
train,3018,20,415396
train,3019,22,619510
train,3020,18,156192
train,3021,13,125690
train,3022,19,110233
train,3023,14,163517
train,3024,21,608592
train,3025,18,624886
train,3026,22,102424
train,3027,16,154125
train,3028,9,335188
train,3029,9,182928
train,3030,20,598903
train,3031,19,190115
train,3032,14,155764
train,3033,15,415396
train,3034,13,173896
train,3035,16,224958
train,3036,20,79121
train,3037,15,163808
train,3038,11,152420
train,3039,17,104426
train,3040,15,193801
train,3041,17,311490
train,3042,12,325757
train,3043,19,624886
train,3044,26,153843
train,3045,26,198218
train,3046,13,429393
train,3047,17,160161
train,3048,16,314900
train,3049,17,156192
train,3050,17,429393
train,3051,20,200624
train,3052,18,199241
train,3053,18,102702
train,3054,17,144102
train,3055,21,154182
train,3056,32,484238
train,3057,28,99687
train,3058,25,186201
train,3059,28,85463
train,3060,18,140462
train,3061,16,201660
train,3062,15,90732
train,3063,18,116565
train,3064,17,173651
train,3065,18,202694
train,3066,11,168398
train,3067,18,176290
train,3068,18,156371
train,3069,16,163774
train,3070,15,199496
train,3071,19,82754
train,3072,13,154229
train,3073,15,216446
train,3074,27,186492
train,3075,17,422047
train,3076,16,152448
train,3077,14,122520
train,3078,15,183715
train,3079,20,132451
train,3080,25,176385
train,3081,20,151806
train,3082,28,183869
train,3083,39,313718
train,3084,13,426647
train,3085,12,146550
train,3086,14,151806
train,3087,10,115371
train,3088,15,183869
train,3089,26,308239
train,3090,22,137840
train,3091,21,127043
train,3092,20,500644
train,3093,18,190164
train,3094,15,234666
train,3095,16,146535
train,3096,13,195211
train,3097,18,133097
train,3098,14,287497
train,3099,22,308239
train,3100,22,325757
train,3101,18,308239
train,3102,18,150259
train,3103,12,171118
train,3104,18,299378
train,3105,18,203750
train,3106,23,190164
train,3107,19,189896
train,3108,12,574851
train,3109,25,189896
train,3110,19,170477
train,3111,20,130750
train,3112,26,156568
train,3113,16,624886
train,3114,33,135452
train,3115,11,193178
train,3116,25,194660
train,3117,15,171369
train,3118,17,313718
train,3119,16,308239
train,3120,36,76511
train,3121,31,127043
train,3122,14,66069
train,3123,10,276350
train,3124,23,115371
train,3125,12,155764
train,3126,13,173896
train,3127,21,183715
train,3128,12,177004
train,3129,15,195211
train,3130,22,116983
train,3131,14,379100
train,3132,20,155639
train,3133,32,284083
train,3134,20,139154
train,3135,19,116759
train,3136,35,426647
train,3137,18,166431
train,3138,28,215711
train,3139,20,302342
train,3140,23,624886
train,3141,12,155639
train,3142,14,181154
train,3143,24,500130
train,3144,27,426647
train,3145,13,105542
train,3146,18,76284
train,3147,16,155639
train,3148,43,82117
train,3149,41,190115
train,3150,18,131703
train,3151,17,417328
train,3152,23,115681
train,3153,18,193863
train,3154,17,198218
train,3155,19,154167
train,3156,18,199241
train,3157,25,386682
train,3158,13,216446
train,3159,27,135452
train,3160,17,152329
train,3161,18,71522
train,3162,14,199241
train,3163,18,147921
train,3164,19,115371
train,3165,16,155639
train,3166,13,484238
train,3167,21,136333
train,3168,16,112731
train,3169,22,574851
train,3170,20,121321
train,3171,17,221122
train,3172,14,103690
train,3173,30,107379
train,3174,17,554192
train,3175,17,144411
train,3176,14,177269
train,3177,26,173227
train,3178,11,155639
train,3179,15,176290
train,3180,22,105207
train,3181,18,161970
train,3182,24,153843
train,3183,16,118413
train,3184,31,111731
train,3185,27,127896
train,3186,13,194660
train,3187,22,124246
train,3188,26,216446
train,3189,13,312951
train,3190,14,175384
train,3191,14,113782
train,3192,37,86067
train,3193,21,163517
train,3194,13,77661
train,3195,18,140462
train,3196,27,137096
train,3197,24,429393
train,3198,29,216446
train,3199,46,184886
train,3200,18,146021
train,3201,26,94255
train,3202,18,137840
train,3203,20,386682
train,3204,18,193863
train,3205,25,396651
train,3206,13,197302
train,3207,17,153161
train,3208,16,147921
train,3209,18,78966
train,3210,23,599477
train,3211,14,109730
train,3212,39,196258
train,3213,18,339755
train,3214,26,147091
train,3215,12,77661
train,3216,19,142122
train,3217,20,77661
train,3218,30,92078
train,3219,28,426647
train,3220,13,163517
train,3221,13,114523
train,3222,11,165318
train,3223,17,144873
train,3224,21,105207
train,3225,22,139154
train,3226,13,221613
train,3227,25,160114
train,3228,26,619510
train,3229,19,196913
train,3230,12,144873
train,3231,21,180177
train,3232,14,103955
train,3233,20,345690
train,3234,17,94588
train,3235,46,154323
train,3236,12,426647
train,3237,19,105207
train,3238,28,311490
train,3239,23,156568
train,3240,17,190164
train,3241,16,74077
train,3242,16,290481
train,3243,18,176385
train,3244,26,149422
train,3245,17,211926
train,3246,15,114523
train,3247,24,115016
train,3248,12,87636
train,3249,11,535797
train,3250,16,115325
train,3251,17,149047
train,3252,19,291809
train,3253,12,211926
train,3254,17,159913
train,3255,14,160161
train,3256,24,102702
train,3257,21,619510
train,3258,14,221122
train,3259,22,426647
train,3260,11,145998
train,3261,18,270007
train,3262,22,152445
train,3263,18,171369
train,3264,17,457669
train,3265,15,203750
train,3266,13,204870
train,3267,19,226462
train,3268,15,183715
train,3269,25,111663
train,3270,13,102291
train,3271,21,115601
train,3272,19,193863
train,3273,15,115371
train,3274,13,170477
train,3275,11,227546
train,3276,15,143472
train,3277,20,115975
train,3278,15,176922
train,3279,19,102424
train,3280,17,120121
train,3281,14,193863
train,3282,17,128995
train,3283,19,104235
train,3284,28,415396
train,3285,20,500644
train,3286,15,284083
train,3287,19,151885
train,3288,43,422047
train,3289,12,112234
train,3290,20,116565
train,3291,18,198218
train,3292,17,137486
train,3293,30,115681
train,3294,14,194660
train,3295,15,147921
train,3296,16,154182
train,3297,15,178049
train,3298,16,433127
train,3299,50,115681
train,3300,15,154516
train,3301,22,154323
train,3302,12,174185
train,3303,14,211062
train,3304,40,132880
train,3305,15,500130
train,3306,20,183620
train,3307,29,325757
train,3308,14,133017
train,3309,14,108178
train,3310,30,415396
train,3311,14,186656
train,3312,21,101587
train,3313,33,152329
train,3314,20,158521
train,3315,10,164715
train,3316,19,423781
train,3317,23,305702
train,3318,19,619012
train,3319,22,189414
train,3320,18,202694
train,3321,38,180788
train,3322,14,296023
train,3323,19,420845
train,3324,22,154229
train,3325,15,171716
train,3326,8,113782
train,3327,17,100720
train,3328,24,143472
train,3329,13,89526
train,3330,14,276350
train,3331,28,147091
train,3332,22,160114
train,3333,20,160130
train,3334,10,127896
train,3335,18,111663
train,3336,39,89153
train,3337,18,314900
train,3338,13,90732
train,3339,20,179005
train,3340,14,195208
train,3341,16,78966
train,3342,16,619012
train,3343,15,114608
train,3344,15,212595
train,3345,17,415396
train,3346,30,122646
train,3347,26,139945
train,3348,20,189070
train,3349,20,101583
train,3350,16,134487
train,3351,15,79121
train,3352,18,288105
train,3353,15,386682
train,3354,11,177269
train,3355,19,193178
train,3356,13,129812
train,3357,52,157931
train,3358,16,574851
train,3359,20,151139
train,3360,22,308239
train,3361,12,118906
train,3362,22,185515
train,3363,21,154182
train,3364,20,280792
train,3365,16,328164
train,3366,11,619510
train,3367,14,151332
train,3368,19,183620
train,3369,20,311490
train,3370,18,179543
train,3371,21,196913
train,3372,29,156690
train,3373,21,187341
train,3374,19,171867
train,3375,29,423781
train,3376,11,276350
train,3377,20,619510
train,3378,16,105542
train,3379,39,102424
train,3380,18,574851
train,3381,13,89526
train,3382,13,169491
train,3383,25,457669
train,3384,23,380826
train,3385,29,171716
train,3386,26,182965
train,3387,23,139026
train,3388,28,138285
train,3389,13,114523
train,3390,18,173651
train,3391,24,619510
train,3392,12,288105
train,3393,15,194660
train,3394,16,154182
train,3395,16,156371
train,3396,15,296023
train,3397,20,115321
train,3398,27,377403
train,3399,15,314900
train,3400,15,89578
train,3401,21,227546
train,3402,18,88252
train,3403,20,325757
train,3404,13,379100
train,3405,22,199171
train,3406,25,216446
train,3407,13,574851
train,3408,34,91399
train,3409,16,207472
train,3410,19,203750
train,3411,16,208422
train,3412,15,217043
train,3413,20,153843
train,3414,18,598903
train,3415,23,422047
train,3416,19,193793
train,3417,13,94588
train,3418,13,114746
train,3419,25,123160
train,3420,14,214920
train,3421,20,160114
train,3422,19,163260
train,3423,23,429393
train,3424,20,203264
train,3425,18,190164
train,3426,21,167571
train,3427,35,308239
train,3428,17,137840
train,3429,27,123895
train,3430,28,189577
train,3431,15,153221
train,3432,17,171701
train,3433,20,500644
train,3434,19,149379
train,3435,16,160130
train,3436,31,396651
train,3437,16,619510
train,3438,21,166431
train,3439,12,106617
train,3440,20,429393
train,3441,35,145163
train,3442,18,145371
train,3443,15,115975
train,3444,12,384927
train,3445,13,374825
train,3446,11,574851
train,3447,12,185883
train,3448,14,154182
train,3449,21,197457
train,3450,29,103694
train,3451,32,147711
train,3452,37,189577
train,3453,24,192044
train,3454,13,218403
train,3455,26,420845
train,3456,17,149077
train,3457,11,165318
train,3458,14,129418
train,3459,22,308239
train,3460,13,202403
train,3461,14,574851
train,3462,11,144089
train,3463,17,102702
train,3464,19,196913
train,3465,14,168244
train,3466,16,200624
train,3467,32,151806
train,3468,18,309306
train,3469,14,135452
train,3470,19,104669
train,3471,25,174289
train,3472,21,148333
train,3473,13,182855
train,3474,14,154465
train,3475,30,114746
train,3476,18,154465
train,3477,17,197302
train,3478,22,379100
train,3479,14,140754
train,3480,26,171701
train,3481,27,160130
train,3482,21,386682
train,3483,20,314900
train,3484,12,115975
train,3485,27,158428
train,3486,22,325757
train,3487,18,180177
train,3488,19,104235
train,3489,20,165361
train,3490,12,223714
train,3491,35,120177
train,3492,44,110599
train,3493,24,115046
train,3494,18,299378
train,3495,8,157931
train,3496,16,127896
train,3497,14,154229
train,3498,19,270152
train,3499,12,203264
train,3500,18,619510
train,3501,37,183715
train,3502,22,93089
train,3503,28,151259
train,3504,21,200057
train,3505,12,151806
train,3506,20,184456
train,3507,9,276350
train,3508,16,154303
train,3509,15,105231
train,3510,27,535797
train,3511,38,314900
train,3512,22,130132
train,3513,20,619012
train,3514,12,574851
train,3515,14,160130
train,3516,17,146535
train,3517,14,126350
train,3518,19,159913
train,3519,15,186201
train,3520,20,415396
train,3521,17,94114
train,3522,20,160366
train,3523,19,126358
train,3524,42,129812
train,3525,16,108172
train,3526,16,196258
train,3527,14,113575
train,3528,17,185538
train,3529,17,130750
train,3530,26,314900
train,3531,12,98183
train,3532,14,188481
train,3533,17,624886
train,3534,15,233610
train,3535,16,67967
train,3536,24,151332
train,3537,19,311490
train,3538,28,145371
train,3539,27,190115
train,3540,17,154465
train,3541,22,116216
train,3542,22,116216
train,3543,9,223714
train,3544,23,146961
train,3545,21,314900
train,3546,30,221122
train,3547,39,200624
train,3548,14,176290
train,3549,16,598903
train,3550,13,308239
train,3551,16,114865
train,3552,18,207631
train,3553,22,202694
train,3554,17,154323
train,3555,13,574851
train,3556,11,132422
train,3557,17,166630
train,3558,21,112342
train,3559,46,194278
train,3560,15,598903
train,3561,22,84841
train,3562,23,140401
train,3563,17,276350
train,3564,16,168398
train,3565,54,157931
train,3566,12,179543
train,3567,12,216446
train,3568,17,345690
train,3569,27,111731
train,3570,17,151806
train,3571,18,189247
train,3572,28,205520
train,3573,20,193801
train,3574,15,325757
train,3575,13,296023
train,3576,18,190164
train,3577,12,91399
train,3578,17,144102
train,3579,13,624886
train,3580,19,199171
train,3581,21,140462
train,3582,29,554192
train,3583,22,195211
train,3584,16,210288
train,3585,28,122105
train,3586,12,189414
train,3587,13,159913
train,3588,7,91399
train,3589,29,624886
train,3590,19,178613
train,3591,15,190115
train,3592,17,156568
train,3593,16,114642
train,3594,18,311490
train,3595,22,113575
train,3596,12,173651
train,3597,14,200824
train,3598,21,343678
train,3599,17,217687
train,3600,15,127807
train,3601,16,128995
train,3602,18,147711
train,3603,15,196258
train,3604,15,105231
train,3605,25,156192
train,3606,12,484238
train,3607,15,202694
train,3608,13,160130
train,3609,17,429393
train,3610,11,155639
train,3611,17,110599
train,3612,18,150049
train,3613,17,173651
train,3614,15,131235
train,3615,23,112234
train,3616,28,429393
train,3617,24,598903
train,3618,13,212595
train,3619,28,183921
train,3620,21,199241
train,3621,15,205176
train,3622,15,189414
train,3623,30,423781
train,3624,12,94588
train,3625,24,291809
train,3626,23,224958
train,3627,15,148493
train,3628,22,154323
train,3629,80,154323
train,3630,14,128119
train,3631,14,221122
train,3632,15,205520
train,3633,23,91361
train,3634,16,433127
train,3635,10,598903
train,3636,12,314900
train,3637,21,308276
train,3638,21,189577
train,3639,15,104235
train,3640,19,221122
train,3641,37,141186
train,3642,21,115371
train,3643,11,200057
train,3644,18,415396
train,3645,19,145998
train,3646,17,311878
train,3647,24,619510
train,3648,18,140138
train,3649,37,141308
train,3650,11,128119
train,3651,20,190115
train,3652,13,302342
train,3653,21,234666
train,3654,18,396651
train,3655,34,170477
train,3656,13,124112
train,3657,13,199241
train,3658,17,198768
train,3659,16,150259
train,3660,17,433127
train,3661,23,457669
train,3662,26,187649
train,3663,24,115388
train,3664,10,121321
train,3665,13,574851
train,3666,16,141186
train,3667,18,154229
train,3668,21,574851
train,3669,17,103694
train,3670,19,128995
train,3671,22,96832
train,3672,14,111663
train,3673,25,164591
train,3674,11,174185
train,3675,15,84841
train,3676,16,65702
train,3677,21,624886
train,3678,34,154167
train,3679,10,200624
train,3680,14,123160
train,3681,21,299378
train,3682,35,178215
train,3683,24,223714
train,3684,23,554192
train,3685,13,184886
train,3686,14,175384
train,3687,24,129418
train,3688,16,155639
train,3689,18,426647
train,3690,14,339755
train,3691,21,270007
train,3692,10,619510
train,3693,17,177129
train,3694,17,146961
train,3695,20,107007
train,3696,21,466112
train,3697,20,156371
train,3698,13,574851
train,3699,18,146848
train,3700,16,113575
train,3701,14,311878
train,3702,33,90732
train,3703,13,152329
train,3704,24,129418
train,3705,14,114995
train,3706,20,128348
train,3707,17,127896
train,3708,14,173669
train,3709,14,150049
train,3710,14,160320
train,3711,13,179219
train,3712,17,261716
train,3713,34,176476
train,3714,25,194562
train,3715,26,270007
train,3716,15,86067
train,3717,15,554192
train,3718,24,311490
train,3719,20,299378
train,3720,15,311490
train,3721,13,206060
train,3722,14,599477
train,3723,14,206060
train,3724,13,554192
train,3725,12,269238
train,3726,19,279149
train,3727,13,290481
train,3728,26,163774
train,3729,31,599477
train,3730,20,160130
train,3731,12,91399
train,3732,17,619510
train,3733,17,110233
train,3734,14,82754
train,3735,20,227546
train,3736,20,433127
train,3737,11,197302
train,3738,19,146021
train,3739,14,415396
train,3740,17,429393
train,3741,16,140401
train,3742,24,89526
train,3743,16,116565
train,3744,17,267775
train,3745,13,199241
train,3746,14,150546
train,3747,20,94406
train,3748,13,130510
train,3749,13,160320
train,3750,20,166764
train,3751,13,339755
train,3752,19,267775
train,3753,30,122646
train,3754,27,116983
train,3755,24,379100
train,3756,24,302342
train,3757,23,151259
train,3758,17,153843
train,3759,17,171118
train,3760,25,624886
train,3761,28,206060
train,3762,14,128348
train,3763,11,186201
train,3764,14,206060
train,3765,12,89153
train,3766,19,163774
train,3767,16,281193
train,3768,13,574851
train,3769,17,79690
train,3770,13,176460
train,3771,26,160161
train,3772,15,105207
train,3773,18,190115
train,3774,17,125291
train,3775,10,141333
train,3776,27,96832
train,3777,23,94588
train,3778,16,166764
train,3779,14,132173
train,3780,13,196913
train,3781,13,145371
train,3782,19,115681
train,3783,20,198218
train,3784,28,115975
train,3785,24,178049
train,3786,27,74077
train,3787,24,199171
train,3788,18,226462
train,3789,21,154323
train,3790,16,105542
train,3791,13,91361
train,3792,16,214920
train,3793,19,186094
train,3794,14,149422
train,3795,13,330935
train,3796,14,173428
train,3797,10,574851
train,3798,27,619510
train,3799,20,156192
train,3800,14,171124
train,3801,26,619510
train,3802,19,154167
train,3803,9,281193
train,3804,12,185538
train,3805,16,140754
train,3806,17,137840
train,3807,21,420845
train,3808,20,194660
train,3809,21,224958
train,3810,21,101098
train,3811,19,156192
train,3812,20,152420
train,3813,18,500130
train,3814,16,129812
train,3815,20,199474
train,3816,27,574851
train,3817,14,308276
train,3818,15,197302
train,3819,29,198218
train,3820,15,176922
train,3821,33,423781
train,3822,16,92423
train,3823,16,423781
train,3824,19,79690
train,3825,21,164591
train,3826,15,158428
train,3827,19,202694
train,3828,25,160130
train,3829,15,420845
train,3830,13,176460
train,3831,22,270007
train,3832,16,147949
train,3833,14,221122
train,3834,16,111731
train,3835,14,114608
train,3836,23,166431
train,3837,15,619510
train,3838,17,158521
train,3839,12,554192
train,3840,17,227546
train,3841,10,598903
train,3842,13,154182
train,3843,16,173651
train,3844,22,500644
train,3845,17,160161
train,3846,13,216446
train,3847,29,535797
train,3848,21,183869
train,3849,9,276350
train,3850,25,173651
train,3851,15,330935
train,3852,17,624886
train,3853,29,78053
train,3854,38,308239
train,3855,17,176385
train,3856,14,270152
train,3857,19,104669
train,3858,20,305702
train,3859,19,102424
train,3860,15,181614
train,3861,27,200434
train,3862,14,76511
train,3863,12,200824
train,3864,15,196258
train,3865,38,137096
train,3866,15,151173
train,3867,27,624886
train,3868,24,158521
train,3869,16,159017
train,3870,18,118765
train,3871,29,574851
train,3872,15,599477
train,3873,16,415396
train,3874,20,328164
train,3875,14,206826
train,3876,22,192044
train,3877,13,152448
train,3878,29,624886
train,3879,26,91361
train,3880,27,130510
train,3881,18,118903
train,3882,13,554192
train,3883,16,124246
train,3884,25,156192
train,3885,23,140754
train,3886,33,135452
train,3887,27,422047
train,3888,26,160320
train,3889,12,220177
train,3890,21,598903
train,3891,21,379100
train,3892,17,109058
train,3893,15,624886
train,3894,19,150546
train,3895,14,152329
train,3896,11,619510
train,3897,16,103690
train,3898,30,148548
train,3899,13,171687
train,3900,21,164591
train,3901,15,311369
train,3902,20,110233
train,3903,41,126633
train,3904,11,202694
train,3905,13,276350
train,3906,26,155764
train,3907,16,199241
train,3908,29,149379
train,3909,16,192243
train,3910,21,154182
train,3911,13,311490
train,3912,26,429393
train,3913,22,624886
train,3914,13,94588
train,3915,16,160366
train,3916,20,94255
train,3917,23,308276
train,3918,22,149077
train,3919,25,105335
train,3920,22,325757
train,3921,27,155639
train,3922,31,85463
train,3923,13,598903
train,3924,19,111731
train,3925,17,160212
train,3926,15,339755
train,3927,17,91361
train,3928,27,193863
train,3929,22,619012
train,3930,27,109058
train,3931,17,146021
train,3932,16,129418
train,3933,14,451440
train,3934,14,115388
train,3935,19,484238
train,3936,25,141333
train,3937,18,144873
train,3938,17,164164
train,3939,29,150546
train,3940,19,500644
train,3941,18,415396
train,3942,27,111617
train,3943,24,415396
train,3944,20,466112
train,3945,18,160212
train,3946,25,267775
train,3947,28,312951
train,3948,10,103395
train,3949,14,159913
train,3950,22,156371
train,3951,26,184680
train,3952,14,186201
train,3953,13,484238
train,3954,28,78053
train,3955,12,171496
train,3956,16,288105
train,3957,20,158428
train,3958,47,199241
train,3959,7,116216
train,3960,14,120177
train,3961,33,192044
train,3962,23,330935
train,3963,19,156192
train,3964,20,115321
train,3965,14,183869
train,3966,7,179284
train,3967,14,276350
train,3968,15,154182
train,3969,23,112234
train,3970,16,140465
train,3971,12,94114
train,3972,17,199241
train,3973,8,153221
train,3974,15,66069
train,3975,22,206826
train,3976,17,429393
train,3977,13,177269
train,3978,11,169516
train,3979,18,119932
train,3980,22,116216
train,3981,21,145998
train,3982,21,114263
train,3983,21,118413
train,3984,22,114263
train,3985,20,189896
train,3986,16,102702
train,3987,39,200624
train,3988,20,170477
train,3989,36,624886
train,3990,23,170441
train,3991,13,339755
train,3992,12,122646
train,3993,14,94114
train,3994,22,291809
train,3995,28,185538
train,3996,14,133017
train,3997,22,152329
train,3998,15,174289
train,3999,20,343678
train,4000,21,183869
train,4001,12,599477
train,4002,22,153221
train,4003,32,133558
train,4004,14,158521
train,4005,12,314900
train,4006,26,138212
train,4007,23,172629
train,4008,16,216446
train,4009,17,327566
train,4010,14,223714
train,4011,22,154229
train,4012,18,426647
train,4013,12,177004
train,4014,11,624886
train,4015,14,154125
train,4016,18,102291
train,4017,20,426647
train,4018,25,154182
train,4019,23,183620
train,4020,20,106617
train,4021,29,220177
train,4022,20,78469
train,4023,15,170165
train,4024,9,90732
train,4025,24,112342
train,4026,14,217687
train,4027,19,142122
train,4028,21,420845
train,4029,18,598903
train,4030,15,115601
train,4031,23,189896
train,4032,13,227546
train,4033,17,141333
train,4034,17,152453
train,4035,15,139037
train,4036,19,574851
train,4037,21,64257
train,4038,20,179036
train,4039,7,179284
train,4040,16,179639
train,4041,17,598903
train,4042,11,624886
train,4043,20,98183
train,4044,22,205176
train,4045,19,171701
train,4046,32,314900
train,4047,19,314900
train,4048,19,112342
train,4049,12,129812
train,4050,31,79121
train,4051,14,139816
train,4052,12,114642
train,4053,25,152329
train,4054,19,291809
train,4055,23,624886
train,4056,23,598903
train,4057,15,218403
train,4058,16,163517
train,4059,16,171701
train,4060,33,365390
train,4061,40,466112
train,4062,20,140465
train,4063,28,205176
train,4064,22,122680
train,4065,16,154465
train,4066,18,290481
train,4067,15,140401
train,4068,26,426647
train,4069,20,195837
train,4070,14,144102
train,4071,13,114523
train,4072,17,163517
train,4073,19,426647
train,4074,16,267775
train,4075,11,179543
train,4076,21,115975
train,4077,19,177269
train,4078,20,150546
train,4079,7,189414
train,4080,16,144102
train,4081,16,110599
train,4082,16,150259
train,4083,20,155764
train,4084,29,136681
train,4085,15,157047
train,4086,17,535797
train,4087,27,118765
train,4088,20,202694
train,4089,12,118347
train,4090,23,185708
train,4091,22,109058
train,4092,17,140739
train,4093,18,619510
train,4094,13,154323
train,4095,14,133440
train,4096,33,308276
train,4097,19,136954
train,4098,11,200624
train,4099,15,200824
train,4100,26,82187
train,4101,15,500130
train,4102,21,78053
train,4103,18,260485
train,4104,21,102291
train,4105,25,102503
train,4106,17,270152
train,4107,16,140498
train,4108,14,131703
train,4109,16,312951
train,4110,16,149422
train,4111,13,343678
train,4112,11,115266
train,4113,21,151806
train,4114,15,185538
train,4115,13,166630
train,4116,12,314900
train,4117,13,155764
train,4118,26,170165
train,4119,14,500644
train,4120,26,500130
train,4121,16,102291
train,4122,15,420845
train,4123,12,386682
train,4124,23,224862
train,4125,18,104527
train,4126,15,221122
train,4127,13,152504
train,4128,10,150097
train,4129,10,374825
train,4130,23,166208
train,4131,14,164792
train,4132,19,429393
train,4133,22,574851
train,4134,18,153161
train,4135,15,181614
train,4136,35,174289
train,4137,20,415396
train,4138,17,260485
train,4139,22,619012
train,4140,15,314900
train,4141,18,159017
train,4142,27,174667
train,4143,34,116983
train,4144,15,54743
train,4145,23,140462
train,4146,15,129418
train,4147,14,203750
train,4148,24,469639
train,4149,16,171701
train,4150,26,299378
train,4151,30,451440
train,4152,15,205520
train,4153,11,199171
train,4154,16,500130
train,4155,16,379100
train,4156,14,115975
train,4157,22,365390
train,4158,23,140465
train,4159,12,174185
train,4160,14,149077
train,4161,10,296023
train,4162,12,122646
train,4163,15,198768
train,4164,10,574851
train,4165,20,71522
train,4166,13,215711
train,4167,16,183715
train,4168,15,105207
train,4169,22,198218
train,4170,22,166630
train,4171,20,166630
train,4172,23,190889
train,4173,16,156339
train,4174,21,343678
train,4175,14,314900
train,4176,14,195211
train,4177,17,173669
train,4178,18,156690
train,4179,14,129350
train,4180,22,78469
train,4181,15,159913
train,4182,25,137096
train,4183,15,156192
train,4184,26,429393
train,4185,15,422047
train,4186,22,105207
train,4187,18,127698
train,4188,10,173669
train,4189,20,500130
train,4190,17,500644
train,4191,19,171716
train,4192,16,150049
train,4193,16,598903
train,4194,25,379100
train,4195,16,127043
train,4196,20,125297
train,4197,18,308239
train,4198,13,140754
train,4199,24,173896
train,4200,15,139983
train,4201,16,107707
train,4202,18,151806
train,4203,23,183869
train,4204,19,137096
train,4205,15,146961
train,4206,12,380826
train,4207,22,211062
train,4208,13,159913
train,4209,12,173669
train,4210,16,154303
train,4211,22,190889
train,4212,15,199496
train,4213,26,188481
train,4214,20,433127
train,4215,17,466112
train,4216,14,173896
train,4217,25,224958
train,4218,14,205520
train,4219,32,145371
train,4220,29,327566
train,4221,25,185538
train,4222,27,145163
train,4223,9,124246
train,4224,13,153843
train,4225,15,181154
train,4226,30,133565
train,4227,17,173158
train,4228,12,103395
train,4229,17,99007
train,4230,20,144411
train,4231,16,311490
train,4232,21,154303
train,4233,24,186656
train,4234,24,140462
train,4235,18,102702
train,4236,13,138212
train,4237,14,117280
train,4238,37,154167
train,4239,18,115266
train,4240,18,287497
train,4241,23,171118
train,4242,19,115325
train,4243,25,173651
train,4244,18,153843
train,4245,9,210551
train,4246,29,140401
train,4247,18,186656
train,4248,10,151332
train,4249,20,415396
train,4250,31,150259
train,4251,19,146550
train,4252,14,128348
train,4253,21,619510
train,4254,8,276350
train,4255,23,135452
train,4256,18,201660
train,4257,8,140754
train,4258,17,619012
train,4259,17,154303
train,4260,23,77661
train,4261,20,125690
train,4262,23,599477
train,4263,25,147091
train,4264,21,150049
train,4265,10,160599
train,4266,22,393264
train,4267,26,270007
train,4268,18,156568
train,4269,15,232175
train,4270,20,194562
train,4271,12,183869
train,4272,22,314900
train,4273,43,423781
train,4274,22,624886
train,4275,21,183113
train,4276,27,195837
train,4277,20,422047
train,4278,19,207472
train,4279,19,86507
train,4280,21,142122
train,4281,15,311490
train,4282,20,173669
train,4283,10,139945
train,4284,18,598903
train,4285,17,164164
train,4286,43,420845
train,4287,24,167713
train,4288,18,224958
train,4289,17,115388
train,4290,18,429393
train,4291,12,186656
